,DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem,Quan
671,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",2.5,Richmond City,66.0,Đã bàn giao,37.88,2.0,,,,,,,, Quận Bình Thạnh
672,"Lương Định Của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5.8,De Capella,87.0,Chưa bàn giao,66.67,2.0,2.0,6.0,,Nội thất cao cấp,Tây Bắc,Đông Nam,, Thành phố Thủ Đức
673,"113/89, An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.48,Chung cư Lê Thành,60.0,Đã bàn giao,24.67,2.0,,,Đã có sổ,,,,, Quận Bình Tân
674,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.58,The Sun Avenue,88.0,Đã bàn giao,52.05,2.0,2.0,3.0,Đang chờ sổ,Nội thất cao cấp,Tây Nam,Đông Bắc,, Thành phố Thủ Đức
675,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",1.68,Dream Home Palace,51.75,Đã bàn giao,32.46,2.0,1.0,17.0,,,Đông Nam,Tây Bắc,, Quận 8
676,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",3.15,Mizuki Park,74.0,Đã bàn giao,42.57,2.0,2.0,,Đã có sổ,,,,Căn góc, Huyện Bình Chánh
677,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",3.0,Q7 Boulevard,70.0,Đã bàn giao,42.86,2.0,,,,,,,, Quận 7
678,"900, Quốc Lộ 1A, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",1.26,Khu căn hộ Tân Mai,50.0,Đã bàn giao,25.2,1.0,1.0,,Đã có sổ,Hoàn thiện cơ bản,,,, Quận Bình Tân
679,"Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2.5,EHome 5,67.0,Chưa bàn giao,37.31,2.0,2.0,,,,,,, Quận 7
680,"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",2.9,Oriental Plaza (Âu Cơ Tower),80.0,Đã bàn giao,36.25,2.0,2.0,,Giấy tờ khác,,,,, Quận Tân Phú
681,"Trường Sa, Phường 12, Quận 3, Tp Hồ Chí Minh",1.705,Screc Tower,40.0,Đã bàn giao,42.63,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 3
682,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10.0,Vinhomes Central Park,106.0,Đã bàn giao,94.34,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
683,"Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",4.3,Mizuki Park,111.0,Chưa bàn giao,38.74,3.0,3.0,,,,,,Căn góc, Huyện Bình Chánh
684,"Đường Bình Chiểu, Phường Bình Chiểu, Quận Thủ Đức, TP Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.15,Stown Thủ Đức,63.2,Chưa bàn giao,34.02,2.0,2.0,11.0,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,, Thành phố Thủ Đức
685,"Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.15,Homyland 3 (Homyland Riverside),81.0,Đã bàn giao,38.89,2.0,2.0,,,,,,, Thành phố Thủ Đức
686,"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.5,Tara Residence,50.0,Đã bàn giao,30.0,1.0,1.0,,,,,,, Quận 8
687,"30, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.8,4S Riverside Linh Đông,68.0,Đã bàn giao,26.47,2.0,,,,,,,, Thành phố Thủ Đức
688,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.35,Topaz Elite,60.0,Chưa bàn giao,39.17,2.0,2.0,18.0,Giấy tờ khác,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Quận 8
689,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.6,Dream Home Riverside,62.0,Chưa bàn giao,25.81,2.0,2.0,,,,,,, Quận 8
690,"số 262/20, Lạc Long Quân, Phường 10, Quận 11, Tp Hồ Chí Minh",1.6,Hoa Sen - Lotus Apartment,65.0,Đã bàn giao,24.62,2.0,2.0,,Đã có sổ,,,,, Quận 11
691,"33, 33 33 Trương Công Định, Phường 14, Tân Bình, Hồ Chí Minh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",3.76,The Harmona,81.0,Chưa bàn giao,46.42,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,Tây Nam,Đông Bắc,Căn góc, Quận Tân Bình
692,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",1.86,Q7 Boulevard,50.0,Đã bàn giao,37.2,1.0,1.0,,,,,,, Quận 7
693,"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",1.48,Orchid Park,49.0,Đã bàn giao,30.2,1.0,1.0,,Đã có sổ,,,,, Huyện Nhà Bè
694,"Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.45,EHome 3,50.0,Chưa bàn giao,29.0,2.0,1.0,,Đã có sổ,,,,, Quận Bình Tân
695,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4.18,Eco Green Sài Gòn,82.0,Đã bàn giao,50.98,3.0,2.0,,,,,,, Quận 7
696,"819, Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",1.87,Saigon Homes Bình Tân,70.0,Đã bàn giao,26.71,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,Tây Nam,Đông Bắc,, Quận Bình Tân
697,"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",5.1,Kingdom 101,73.0,Đã bàn giao,69.86,2.0,2.0,,,,,,, Quận 10
698,"số 88 Số 88 đường N1, phường Sơn Kỳ, quận Tân Phú, Tp.HCM, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",9.1,Celadon City,121.0,Chưa bàn giao,75.21,3.0,3.0,10.0,Giấy tờ khác,Hoàn thiện cơ bản,Đông Bắc,Tây Nam,Căn góc, Quận Tân Phú
699,"Đồng Văn Cống, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.45,Vista Verde,51.0,Đã bàn giao,67.65,1.0,1.0,12.0,,,,,, Thành phố Thủ Đức
700,"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",2.375,Diamond Riverside (City Gate Towers 2),73.0,Đã bàn giao,32.53,2.0,2.0,,Đang chờ sổ,Hoàn thiện cơ bản,,Đông Nam,Căn góc, Quận 8
701,"số 32, số 32 đường Thủy Lợi, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.4,Him Lam Phú An,69.0,Đã bàn giao,34.78,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,,,Căn góc, Thành phố Thủ Đức
702,"113/89, 113/89 113/89 An Dương Vương, P.An Lạc, Q.Bình Tân, TP. Hồ Chí Minh., Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.399,Chung cư Lê Thành,119.0,Đã bàn giao,28.56,3.0,2.0,9.0,Đã có sổ,Nội thất cao cấp,Bắc,Nam,, Quận Bình Tân
703,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.6,The Sun Avenue,35.0,Đã bàn giao,45.71,1.0,1.0,,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,, Thành phố Thủ Đức
704,"Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",2.5,City Gate Towers,91.0,Đã bàn giao,27.47,2.0,,15.0,,Nội thất cao cấp,,Đông Bắc,Căn góc, Quận 8
705,"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh",2.35,River Gate,31.0,Đã bàn giao,75.81,1.0,1.0,,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,Căn góc, Quận 4
706,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",10.7,Vinhomes Central Park,120.0,Đã bàn giao,89.17,4.0,2.0,,,,,,, Quận Bình Thạnh
707,"Đường Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.7,Căn hộ Bình Khánh (Chung cư Đức Khải Q2),66.1,Chưa bàn giao,40.85,2.0,3.0,8.0,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
708,"Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.9,Cantavil An Phú - Cantavil Premier,100.0,Đã bàn giao,39.0,3.0,,12.0,,,,,, Thành phố Thủ Đức
709,"Số 34-35 Số 34-35 Đường Bến Vân Đồn, Phường 12, Quận 4, Thành phố Hồ Chí Minh, Phường 13, Quận 4, Tp Hồ Chí Minh",4.05,Saigon Royal Residence,53.0,Đã bàn giao,76.42,2.0,1.0,,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Tây Bắc,, Quận 4
710,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.0,Vinhomes Grand Park,60.0,Đã bàn giao,33.33,2.0,,,,,,,, Thành phố Thủ Đức
711,"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",8.55,Vinhomes Central Park,126.0,Đã bàn giao,67.86,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Căn góc, Quận Bình Thạnh
712,"Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4.5,Eco Green Sài Gòn,66.0,Đã bàn giao,68.18,2.0,1.0,7.0,Giấy tờ khác,Nội thất đầy đủ,Bắc,Nam,, Quận 7
713,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.4,Saigon Riverside Complex Q7,67.0,Chưa bàn giao,35.82,2.0,2.0,,,,,,, Quận 7
714,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.1,Saigon Gateway,73.0,Đã bàn giao,28.77,2.0,2.0,,,,,,, Thành phố Thủ Đức
715,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.5,The Sun Avenue,56.0,Đã bàn giao,62.5,2.0,1.0,,,,,,, Thành phố Thủ Đức
716,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.89,Dream Home Riverside,75.0,Chưa bàn giao,25.2,3.0,2.0,,,,,,Căn góc, Quận 8
717,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",4.1,Sunrise Riverside,99.0,Đã bàn giao,41.41,3.0,2.0,,Đã có sổ,,,,, Huyện Nhà Bè
718,"số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",2.65,Celadon City,53.0,Đã bàn giao,50.0,1.0,1.0,5.0,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,, Quận Tân Phú
719,"Trương Đình Hội, Phường 16, Quận 8, Tp Hồ Chí Minh",1.4,NBB Garden 3_City Gate 3,51.0,Chưa bàn giao,27.45,1.0,1.0,,,,,,, Quận 8
720,"111B, 111B Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",1.43,Căn hộ Quang Thái,69.0,Chưa bàn giao,20.72,2.0,1.0,,,,Đông,,, Quận Tân Phú
721,"113/89 113/89 An Dương Vương, P.An Lạc, Q.Bình Tân, TP. Hồ Chí Minh., Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.89,Chung cư Lê Thành,78.0,Đã bàn giao,24.23,2.0,2.0,14.0,Đã có sổ,Hoàn thiện cơ bản,Đông,Tây,, Quận Bình Tân
722,"Nguyễn Hữu Thọ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",9.2,The Landmark 81 - Vinhomes Central Park,110.0,Đã bàn giao,83.64,3.0,,,,,,,, Quận Bình Thạnh
723,"117, Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",1.97,Léman Luxury Apartments,76.0,Đã bàn giao,25.92,2.0,,,,,,,, Quận 3
724,"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.15,Jamila Khang Điền,75.0,Đã bàn giao,42.0,2.0,2.0,,,,,,, Thành phố Thủ Đức
725,"168, Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",4.05,Cityland Garden Hills - Gò Vấp,72.0,Đã bàn giao,56.25,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,Tây,,, Quận Gò Vấp
726,"Số 200, 12, Phường 12, Quận 10, Tp Hồ Chí Minh",1.876,Hà Đô Centrosa Garden,68.0,Đã bàn giao,27.59,2.0,2.0,,,Nội thất đầy đủ,,,, Quận 10
727,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",2.0,Dream Home Palace,80.0,Đã bàn giao,25.0,3.0,2.0,,,,,,, Quận 8
728,"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",4.3,The Gold View,80.0,Đã bàn giao,53.75,2.0,2.0,,,,,,, Quận 4
729,"Bình Trưng Đông, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.35,Chung cư Petroland Quận 2,74.0,Đã bàn giao,31.76,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,Đông Nam,Tây Bắc,Căn góc, Thành phố Thủ Đức
730,"Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",1.8,Dream Home Palace,62.0,Đã bàn giao,29.03,2.0,2.0,9.0,Giấy tờ khác,Hoàn thiện cơ bản,Đông Nam,Tây,, Quận 8
731,"241/42, 241/42 Đường Nguyễn Văn Luông, Phường 11, Quận 6, Tp Hồ Chí Minh",2.1,Starlight Riverside,57.0,Đã bàn giao,36.84,2.0,2.0,,Giấy tờ khác,,,,, Quận 6
732,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.8,Vinhomes Grand Park,59.0,Đã bàn giao,30.51,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Thành phố Thủ Đức
733,"Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",1.98,Osimi Tower,53.0,Đã bàn giao,37.36,2.0,1.0,,,,,,, Quận Gò Vấp
734,"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.315,La Astoria,110.0,Chưa bàn giao,30.14,3.0,3.0,,Đã có sổ,,,,, Thành phố Thủ Đức
735,"370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.38,LuxGarden,65.0,Đã bàn giao,36.62,2.0,2.0,,,,,,, Quận 7
736,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",3.884,Akari City,121.0,Chưa bàn giao,32.1,3.0,3.0,,,,,,Căn góc, Quận Bình Tân
737,"86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh",1.85,Tản Đà Court,1.0,Đã bàn giao,1850.0,2.0,2.0,,Đã có sổ,,,,, Quận 5
738,"346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh",4.0,The Gold View,81.0,Đã bàn giao,49.38,2.0,2.0,4.0,Đang chờ sổ,Nội thất đầy đủ,Bắc,Đông Bắc,, Quận 4
739,"Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",2.6,Q7 Boulevard,70.0,Đã bàn giao,37.14,2.0,,,,,,,, Quận 7
740,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3.77,Vinhomes Grand Park,69.0,Đã bàn giao,54.64,2.0,2.0,7.0,Đang chờ sổ,,,,Căn góc, Thành phố Thủ Đức
741,"Đường Hậu Giang, Phường 11, Quận 6 , Tp.HCM , Việt Nam, Phường 11, Quận 6, Tp Hồ Chí Minh",3.9,Him Lam Chợ Lớn,102.0,Đã bàn giao,38.24,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận 6
742,"Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",1.84,Saigon Asiana,73.0,Đã bàn giao,25.21,2.0,2.0,,Đã có sổ,,,,, Quận 6
743,"192, Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh",1.55,Heaven Riverview (Heaven CityView),52.0,Đã bàn giao,29.81,1.0,1.0,,,,,,, Quận 8
744,"6, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",4.63,Urban Green,82.0,Chưa bàn giao,56.46,2.0,,,,,,,, Thành phố Thủ Đức
745,"Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh, Phường 16, Quận 8, Tp Hồ Chí Minh",2.39,Diamond Riverside (City Gate Towers 2),72.25,Đã bàn giao,33.08,2.0,2.0,,Đang chờ sổ,Nội thất cao cấp,Nam,,, Quận 8
746,"Quận 7, Tp Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",6.0,Sunrise City,120.0,Đã bàn giao,50.0,3.0,2.0,,Đã có sổ,Nội thất cao cấp,Đông Bắc,Tây Bắc,Căn góc, Quận 7
747,"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",1.75,The Park Residence,61.0,Đã bàn giao,28.69,2.0,1.0,10.0,Đang chờ sổ,Hoàn thiện cơ bản,Đông,Tây,, Huyện Nhà Bè
748,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",2.05,Saigon Riverside Complex Q7,53.0,Đã bàn giao,38.68,1.0,1.0,24.0,Đang chờ sổ,Hoàn thiện cơ bản,,,, Quận 7
749,"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh",2.75,Topaz Elite,79.0,Đã bàn giao,34.81,2.0,2.0,,,,,,, Quận 8
750,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.9,Lavida Plus,75.0,Đã bàn giao,38.67,2.0,2.0,18.0,Đang chờ sổ,Bàn giao thô,,,Căn góc, Quận 7
751,"Tam Bình, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.2,Saigon Avenue (Primerland),62.0,Đã bàn giao,35.48,2.0,2.0,,,,,,, Thành phố Thủ Đức
752,"783, Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",3.05,Hoàng Anh Gia Lai 2,118.0,Chưa bàn giao,25.85,3.0,3.0,19.0,Đã có sổ,Nội thất đầy đủ,,,, Quận 7
753,"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",4.6,Sunrise City,99.0,Đã bàn giao,46.46,3.0,2.0,,Đã có sổ,Nội thất cao cấp,Tây,Đông,Căn góc, Quận 7
754,"151, 151 Số 151 - 155 Đường Bến Vân Đồn, Phường 6, Quận 4, Thành phố Hồ Chí Minh, Phường 6, Quận 4, Tp Hồ Chí Minh",3.6,River Gate,40.8,Chưa bàn giao,88.24,1.0,1.0,4.0,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,, Quận 4
755,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",2.0,Jamona Heights,76.0,Đã bàn giao,26.32,2.0,2.0,,Đã có sổ,Bàn giao thô,,,, Quận 7
756,"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",1.72,Saigon Riverside Complex Q7,73.0,Đã bàn giao,23.56,2.0,2.0,,Đã có sổ,,,,, Quận 7
757,"346, 346 346 Bến Vân Đồn, Phường 1, Quận 4, Hồ Chí Minh, Phường 1, Quận 4, Tp Hồ Chí Minh",4.7,The Gold View,92.0,Đã bàn giao,51.09,2.0,2.0,,,,,,, Quận 4
758,"961, 961 Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",4.5,An Phú Apartment,137.0,Đã bàn giao,32.85,3.0,3.0,18.0,Đã có sổ,Hoàn thiện cơ bản,Bắc,Đông Bắc,Căn góc, Quận 6
759,"Đại Lộ Đông Tây, Phường 16, Quận 8, Tp Hồ Chí Minh",2.2,Carina Plaza,105.0,Đã bàn giao,20.95,2.0,,,,,,,, Quận 8
760,"996 Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",1.8,The Pegasuite 2,52.0,Chưa bàn giao,34.62,2.0,1.0,,,Hoàn thiện cơ bản,,,, Quận 8
761,"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.55,Vinhomes Grand Park,70.0,Đã bàn giao,36.43,2.0,2.0,,Đang chờ sổ,,,,, Thành phố Thủ Đức
762,"Đường Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",1.73,City Garden,70.0,Đã bàn giao,24.71,2.0,,,Đã có sổ,Nội thất đầy đủ,,,, Quận Bình Thạnh
763,"Số 20, Số 20 Số 20 Đường Cộng Hòa, Phường 12, Quận Tân Bình, TP Hồ Chí Minh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",1.444,Cộng Hòa Garden,54.0,Đã bàn giao,26.74,2.0,1.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Bình
764,"Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",1.5,Green Town Bình Tân,53.0,Chưa bàn giao,28.3,2.0,1.0,,,,,,, Quận Bình Tân
765,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.25,Lavita Charm,68.0,Đã bàn giao,18.38,2.0,2.0,,,,,,, Thành phố Thủ Đức
766,"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh",2.3,Võ Đình Apartment,114.0,Đã bàn giao,20.18,3.0,,,,,,,, Quận 12
767,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.83,Conic Riverside,65.0,Đã bàn giao,28.15,2.0,1.0,,Đang chờ sổ,,,,, Quận 8
768,"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh",1.482,Dream Home Riverside,57.0,Chưa bàn giao,26.0,2.0,2.0,,,,,,, Quận 8
769,"Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",2.45,Fortuna Vườn Lài (Kim Hồng Fortuna),90.0,Đã bàn giao,27.22,3.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,, Quận Tân Phú
770,"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",47.0,Empire City Thủ Thiêm,203.0,Đã bàn giao,231.53,4.0,4.0,,Đang chờ sổ,Nội thất cao cấp,,Đông Nam,Căn góc, Thành phố Thủ Đức
771,"Đường D6, Phường Bình Chiểu, Quận Thủ Đức, TP. Hồ Chí Minh, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.15,Fresca Riverside,70.0,Đã bàn giao,30.71,2.0,2.0,16.0,Đã có sổ,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,Căn góc, Thành phố Thủ Đức
772,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.08,Saigon Gateway,71.0,Đã bàn giao,29.3,2.0,2.0,,,,,,, Thành phố Thủ Đức
773,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",3.3,Carillon 3,61.0,Đã bàn giao,54.1,2.0,,,Đang chờ sổ,Nội thất đầy đủ,Đông,Tây,, Quận Tân Bình
774,"Số 184 đường Trần Văn Kiểu, Phường 10, Quận 6, TP. Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh",1.6,Asiana Capella,73.0,Đã bàn giao,21.92,2.0,2.0,,Đã có sổ,Hoàn thiện cơ bản,,,Căn góc, Quận 6
775,"196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",2.73,Topaz Elite,85.0,Đã bàn giao,32.12,3.0,2.0,,,,,,, Quận 8
776,"Số 1, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",2.3,Lavita Charm,51.0,Đã bàn giao,45.1,1.0,,,,,,,, Thành phố Thủ Đức
777,"Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",3.5,M-One Nam Sài Gòn,88.0,Đã bàn giao,39.77,3.0,2.0,,,Hoàn thiện cơ bản,Nam,Bắc,, Quận 7
778,"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",1.89,Saigon Gateway,58.0,Đã bàn giao,32.59,2.0,1.0,,,,,,, Thành phố Thủ Đức
779,"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Thành phố Hồ Chí Minh, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",1.765,EHome 3,65.0,Đã bàn giao,27.15,2.0,2.0,,Đã có sổ,Nội thất đầy đủ,,,Căn góc, Quận Bình Tân
780,"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",3.1,Richmond City,88.0,Đã bàn giao,35.23,3.0,3.0,,,,,,, Quận Bình Thạnh
781,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",2.6,Lavida Plus,56.0,Chưa bàn giao,46.43,1.0,1.0,31.0,Đang chờ sổ,Hoàn thiện cơ bản,,Tây Bắc,, Quận 7
